HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Source,Specimen_origin,Sample_size,Data_quality,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K),References
02265,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern_brown_bandicoot,210,,15,62,2.73,2.2,140,0.35,125,700,0.0135,6.5,671,captivity,small,acceptable,,,1.238,717,307.05,"36,420,522,671,731,978"
02266,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western_barred_bandicoot,120,,12,,1.8,,,,100,226,,5.8,671,captivity,small,acceptable,,,,,,"522,671,978"
02267,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern_barred_bandicoot,91,152,12,60,2,3.8,65,0.25,136.7,766,0.0142,6.1,671,captivity,medium,acceptable,,,1.902,695,308.35,"36,420,455,522,671,731,978"
02268,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed_bandicoot,135,,12,66,2.7,,53,0.245,150,859,,5.6,671,captivity,small,acceptable,,,1.763,645,309.25,"36,420,522,671"
02269,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Peroryctes,raffrayana,Raffray's_bandicoot,90,150,,,3,,,,,675,,3.2,671,captivity,small,questionable,,,,,,"434,671"
02270,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Rabbit-bandicoot_or_bilby,150,,17,110,2,4,175,,,1300,,9.6,671,captivity,medium,acceptable,,,2.4,1245.5,308.15,"36,420,434,455,522,671,978"
02271,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,asinus,African_wild_ass,708,1005,359,,1,,,30000,,164998,,47,671,captivity,large,high,,,164.92,177500,,"36,434,455,610,671,730,1108"
02272,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse,914,973,337,274,1,1,548,38000,,300000,,57,"Richard_Miller,_pers._comm.",captivity,large,high,0.0002,4,,,311.45,"2,272,282,283,284,455,730,742,743,744,896,930,978,1015,1107,1109,1110,1111,1112,1136,1143,1241,1242"
02273,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's_zebra,1278,1461,406,259,1,0.5,575,40000,,384000,,31,671,captivity,large,high,,,,,,"434,455,610,671,817,1136,1142"
02274,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,hemionus,Kulan,1157,1187,339,456,1,0.7,458,,,230000,,31.6,671,captivity,medium,acceptable,,,,,,"434,455,610,671"
02275,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,kiang,Kiang,,,299,,,0.5,,,,275000,,30.1,671,captivity,medium,acceptable,,,,,,"434,455,671"
02276,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga,900,900,365,395,1,0.6,556,32000,205000,280000,0.0038,38,671,captivity,large,high,,,,,,"434,448,455,610,671,676,680,731"
02277,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain_zebra,1009,1279,362,304,1,0.6,670,35000,,296000,,33.2,671,captivity,medium,acceptable,,,,,,"434,455,610,671,680"
02278,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White_rhinoceros,1643,1643,515,365,1,0.4,1009,52500,,2175000,,45,671,captivity,large,high,,,,,,"434,455,610,671,680,1136"
02279,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran_rhinoceros,2738,,236,502,1,0.3,1278,23000,,1260000,,32.8,671,captivity,tiny,acceptable,,,,,,"434,455,542,610,671,978"
02280,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black_rhinoceros,1826,2254,474,634,1,0.4,1059,36500,,1100000,0.0033,49,671,captivity,medium,acceptable,,,,,312.15,"434,455,610,671,680,731,1061"
02281,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,Javan_rhinoceros,1278,,502,548,1,0.3,,,,1750000,,,,unknown,small,low,,,,,,"434,542,610,671"
02282,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian_rhinoceros,1678,2557,479,456,1,0.3,850,58000,885812,1602330,,43.5,671,captivity,medium,acceptable,,,,,310.55,"434,455,542,610,671,1005"
02283,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan_tapir,1095,1095,392,183,1,0.5,730,6500,,250000,,36.5,671,captivity,medium,acceptable,,,,,309.95,"434,455,610,671,1052,1136"
02284,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's_tapir,,,401,,1,0.7,,9400,,300000,,29.6,671,captivity,medium,acceptable,,,,,,"610,671"
02285,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain_tapir,,,398,,1,,,4270,,148950,,28.5,671,captivity,small,acceptable,,,,,,"455,610,671"
02286,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian_tapir,1095,1095,398,289,1,,,6000,86260,250000,,39.6,"John_Gramieri,_pers._comm.",captivity,large,high,,,,,309.65,"434,455,610,1052"
02287,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,crassicaudata,Indian_pangolin,,,67,,1,1,365,350,,13014.7,,,,unknown,small,low,,,6.923,15910,306.55,"36,420,434,671,730,978"
02288,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,Chinese_pangolin,,,,87,1,1,365,92.5,,2350,,,,unknown,tiny,low,,,3.727,3637.5,306.55,"36,420,455,610,671,978"
02289,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,torquatus,Maned_three-toed_sloth,,,150,,1,,,,,3875,,,,unknown,small,low,,,,,,"434,470,542,610,978"
02290,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,Pale-throated_three-toed_sloth,1642,1095,141,38,1,1,,179,,4250,,,,unknown,small,low,,,,,,"434,455,470,542,610,978"
02291,Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,Silky_anteater,,,135,152,1,,,,,266,,,,unknown,tiny,low,,,0.636,240,306.15,"36,420,434,455,610"
02292,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern_two-toed_sloth,1279,1644,279,152,1,1,616,356,,6250,0.002,36.8,671,captivity,medium,acceptable,,,,,,"434,455,470,542,609,610,671,731"
02293,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's_two-toed_sloth,730,1095,350,21,1,0.7,456,402,,6250,,41,"John_Gramieri,_pers._comm.",captivity,medium,acceptable,,,3.891,4005.2,307.55,"36,420,434,455,470,610,680,1136"
02294,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant_anteater,1186,1186,184,56,1,1.2,,1600,,28500,0.0088,31,671,captivity,medium,acceptable,,,14.543,30600,305.65,"36,420,434,455,542,610,671,731,1136"
02295,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern_tamandua,,,163,,,1,,,,4500,,16,671,captivity,tiny,acceptable,,,5.124,3884.2,305.15,"36,420,434,671,978"
02296,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern_tamandua,365,,160,,1,1.4,,,,4500,,19,671,captivity,medium,acceptable,,,5.015,3500,306.65,"36,420,434,455,542,610,671"
02298,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,azarae,Azara's_night_monkey,,,,234,1,1,365,,,1230,,30,774,captivity,small,acceptable,,,,,,"681,774,978"
02299,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,lemurinus,Lemurine_night_monkey,,,135,76,1,1,365,98,,874,,33.8,671,captivity,medium,acceptable,,,,,,"671,681,978"
02300,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,Northern_night_monkey,821,730,142,77,1,1.4,269,88.5,360,800,,30.1,671,captivity,medium,acceptable,,,2.499,914.5,311.15,"36,420,434,455,467,610,671,679,680,681"
02301,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,vociferans,Noisy_night_monkey,,,,,1,,,,,873,,22.1,671,captivity,small,acceptable,,,,,,"671,730,978"
02302,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,Black_howler_monkey,1167,928,187,195,1,1,338,187.5,,5462.5,,32.4,671,captivity,medium,acceptable,,,,,,"194,434,455,467,610,671,679,681,1142"
02303,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,guariba,Brown_howler_monkey,,,,,,,,,,5540,,,,unknown,small,low,,,,,,"467,671"
02304,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled_howler_monkey,1095,1278,186,433,1,0.6,384,409,1100,7000,,24,671,captivity,small,acceptable,,,11.464,4670,309.15,"36,420,434,455,467,610,671,679,680,681"
02305,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,pigra,Mexican_black_howler_monkey,,,187,,1,,,480,,7000,,,,unknown,small,low,,,,,,"422,434,455,671,681"
02306,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,sara,Bolivian_red_howler_monkey,,,,,,,,,,6611,,,,unknown,tiny,low,,,,,,"671,730"
02307,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,seniculus,Red_howler_monkey,1475,,190,372,1,0.7,424,263,,6543.2,,25,671,captivity,small,acceptable,,,,,,"1,434,455,467,671"
02308,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,belzebuth,White-bellied_spider_monkey,1461,1826,184,,1,0.3,1095,,,7535,,37,671,captivity,small,acceptable,,,,,,"434,436,455,467,671"
02309,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,chamek,Chamek_spider_monkey,,,,,,,,,,6000,,42.8,671,captivity,medium,acceptable,,,,,,"436,671,730"
02310,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,fusciceps,Brown-headed_spider_monkey,1515,1826,227,410,1,0.5,882,400,,7000,,46,671,captivity,large,acceptable,,,,,,"434,436,455,467,610,671,679,680,681"
02311,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,geoffroyi,Central_American_spider_monkey,1825,1826,232,821,1,0.3,970,426,2000,7267.5,,47.1,671,captivity,large,acceptable,,,,,,"434,436,455,467,610,671,679,681,1136"
02312,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,marginatus,White-whiskered_spider_monkey,,,,,,,,,,6000,,44,671,captivity,tiny,acceptable,,,,,,"671,730,1125"
02313,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,Black_spider_monkey,1516,1280,229,795,1,0.5,1072,452.5,3790,7887.5,,46,671,captivity,medium,acceptable,,,,,,"108,181,434,436,455,467,542,610,671,679,681"
02314,Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,arachnoides,Woolly_spider_monkey_or_muriqui,2738,,232,662,1,0.3,730,,,11170,,40,1091,wild,medium,acceptable,,,,,,"434,455,467,671,679,681,1091,1125"
02315,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Humboldt's_woolly_monkey,2555,1520,223,352,1,0.5,639,300,,7650,,32,671,captivity,medium,acceptable,,,,,,"434,455,467,610,671,679,681,978"
02316,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico,goeldii,Goeldi's_monkey,365,395,153,77,1,1.2,179,48.15,215,555,0.0097,22.2,671,captivity,large,high,,,,,309.15,"434,455,467,610,671,679,680,681,731,879,1032,1142"
02317,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,geoffroyi,Geoffroy's_marmoset,,,,,,,,,,342,,17.6,671,captivity,large,acceptable,,,,,,"671,730,1142"
02318,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,jacchus,White-tufted-ear_marmoset,477,382,144,62,2,2,169,26.5,86.67,255.2,0.0172,22.8,671,captivity,large,high,,,0.848,190,309.15,"36,186,187,188,189,190,191,406,420,434,436,455,463,467,610,671,679,680,681,731,860,865,935,1103,1219,1236,1244"
02319,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,kuhlii,Weid's_black-tufted-ear_marmoset,,,,,,,,,,342,,20,671,captivity,medium,acceptable,,,,,,"671,730"
02320,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,penicillata,Black-pencilled_marmoset,,,,,2,,,,,307,,15.4,671,captivity,medium,acceptable,,,,,,"671,681"
02321,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Pygmy_marmoset,684,638,125,91,2,,171,16,70,124,,18.6,671,captivity,large,high,,,0.599,110.7,308.35,"36,434,455,463,467,610,671,679,680,681,1032,1142"
02322,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked_tamarin,546,730,147,91,1.8,1,202,39.9,,456.5,,24.9,671,captivity,medium,acceptable,,,,,,"322,434,455,467,542,610,671,679,681"
02323,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,Black-mantled_tamarin,850,,140,82,1.8,2.9,251,43.5,175,519.2,0.0079,20.2,671,captivity,tiny,acceptable,,,,,,"434,455,467,610,671,679,681,731"
02324,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysomelas,Golden-headed_lion_tamarin,,,,,2,,,,,535,,21.3,671,captivity,large,acceptable,,,,,,"511,671,978,1142"
02325,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysopygus,Golden-rumped_lion_tamarin,,,,,,,,,,570,,17.9,671,captivity,medium,questionable,,,,,,"434,671"
02326,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Golden_lion_tamarin,547,730,128,131,2,1.8,189,55.3,165,654.5,0.0077,31.6,671,captivity,large,high,,,,,,"434,448,455,467,610,671,679,680,681,731,1142"
02327,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,argentatus,Silvery_marmoset,304,334,144,120,2,3.2,213,35.1,,343.2,0.0059,16.5,671,captivity,medium,acceptable,,,,,,"434,436,455,467,574,671,731"
02328,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Mico,humeralifer,Tassel-eared_marmoset,304,334,144,,2,,,34.5,,355.8,,15,671,captivity,small,acceptable,,,,,,"434,436,467,671"
02329,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,bicolor,Brazilian_bare-faced_tamarin,,,160,,1.63,,,,,495.8,,19,671,captivity,medium,acceptable,,,,,,"434,455,467,671"
02330,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's_tamarin,548,,142,56,2,,241,46.03,,499.3,,20.5,671,captivity,medium,acceptable,,,1.305,225,,"36,434,455,542,610,671,679,681,978"
02331,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor_tamarin,546,730,145,,2,,,47,,518.5,,23.7,671,captivity,large,high,,,,,,"321,434,467,671"
02332,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,labiatus,Red-chested_mustached_tamarin,,,147,227,1.9,1.2,299,42.33,,501.3,,20.5,671,captivity,medium,acceptable,,,,,,"455,542,610,671,681,978"
02333,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,leucopus,Silvery-brown_bare-face_tamarin,,,142,,2,,,44,,490,,15.2,671,captivity,small,acceptable,,,,,,"671,681,978"
02334,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,midas,Midas_tamarin,608,,127,71,2,1.4,207,40,,553.8,,21,671,captivity,large,high,,,,,,"434,455,467,542,610,671,679,680,681,978"
02335,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mystax,Black-chested_mustached_tamarin,486,540,145,171,2,,168,46.9,,543.5,,20,671,captivity,small,acceptable,,,,,,"59,434,455,467,610,671,681"
02336,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Cotton-top_tamarin,548,550,178,52,1.9,1,244,39.36,105,445.5,0.0102,26.2,671,captivity,large,high,,,,,,"321,322,434,455,463,467,610,671,679,680,681,731,824"
02338,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,albifrons,White-fronted_capuchin,1310,1310,158,274,1,0.7,547,233,,2467.5,,40.4,671,captivity,medium,acceptable,,,,,,"434,436,455,467,542,574,610,671,679,681"
02339,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,capucinus,White-faced_capuchin,1505,2921,162,521,1,0.5,803,230,1350,2655,,54,671,captivity,medium,acceptable,,,,,,"434,436,455,467,610,671,679,680,681,1091,1125,1143"
02340,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,olivaceus,Weeping_capuchin,2190,,162,740,1,0.5,792,,,2552.5,,47,671,captivity,medium,acceptable,,,,,,"434,436,455,467,671,679,681"
02341,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,boliviensis,Bolivian_squirrel_monkey,,,158,,1,,,,,615,,30.3,671,captivity,large,acceptable,,,,,,"671,730,978"
02342,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,oerstedii,Central_American_squirrel_monkey,,,161,,1,,,,,788.5,,,,unknown,tiny,low,,,,,,"467,671,978"
02343,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,South_American_squirrel_monkey,1003,1826,161,177,1,1,365,107,403,925,0.0125,30.2,671,captivity,large,high,,,4.429,836.7,311.15,"36,59,75,108,192,193,388,389,390,420,434,436,455,463,467,671,731,826,1136,1236"
02344,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,apella,Brown_capuchin,1703,,158,307,1.5,0.6,671,239.7,1000,2642.5,,46,671,captivity,large,high,,,,,,"383,434,436,455,467,610,671,679,680,681"
02345,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allen's_swamp_monkey,,,,108,1,,,221,,4702.5,,27,671,captivity,medium,acceptable,,,,,,"434,455,467,542,671,681"
02346,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's_monkey,,,,,1,0.8,485,,,4700,,24.1,671,captivity,medium,acceptable,,,,,,"455,467,671,679"
02347,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's_monkey,,,,,1,,,,,5250,,26,671,captivity,small,acceptable,,,,,,"671,730,978"
02348,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,solatus,Sun-tailed_monkey,1734,,,,1,0.7,548,,,5405,,,,unknown,small,low,,,,,,"467,671,681,978"
02349,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile_mangabey,,,,,,,,,,8000,,31,671,captivity,tiny,acceptable,,,,,,"671,730"
02350,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,Tana_River_mangabey,2267,,175,365,1,,,,2170,9467.5,,,,unknown,tiny,low,,,,,,"434,455,467,610,671,679,680,681"
02351,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped_mangabey,973,,167,,1,0.9,457,,,9492.5,,46,671,captivity,medium,acceptable,,,,,,"216,434,455,467,542,671"
02352,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked_white-nosed_monkey,1642,,147,182,1,0.7,540,371,,3705,,31.2,671,captivity,medium,acceptable,,,,,,"434,455,467,671,679,681"
02353,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's_monkey,1095,,180,365,1,,,,,3600,,30,671,captivity,small,acceptable,,,,,,"434,467,610,671,679"
02354,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached_monkey,1460,,172,365,1,0.4,821,340,,3585,,36,671,captivity,small,acceptable,,,,,,"455,467,610,671,679,681"
02355,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,Diana_monkey,1962,,,365,1,1,365,475,,4550,,35.1,671,captivity,medium,acceptable,,,,,,"467,574,671,679,681"
02356,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied_monkey,,,,,1,,,,,3250,,24,671,captivity,tiny,acceptable,,,,,,"467,671,978"
02357,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced_monkey,,,,,,,,,,4425,,28.6,671,captivity,small,acceptable,,,,,,"467,671"
02358,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue_monkey,1673,1673,132,315,1,0.5,515,366.4,,9000,,37.8,671,captivity,medium,acceptable,,,19.276,8648.7,310.65,"36,420,434,455,467,542,671,679,680,681,1091,1125,1143"
02359,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,Mona_monkey,,,,,1,,,284,,4500,,30,671,captivity,medium,acceptable,,,,,,"434,467,542,671"
02360,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De_Brazza's_monkey,1611,2555,177,395,1,1,365,260,1640,5945,,30.8,671,captivity,medium,acceptable,,,,,,"434,455,467,542,671,679,680,681"
02361,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed_guenon,1460,,172,,1,0.5,719,406,,5465,,31,671,captivity,small,acceptable,,,,,,"467,671,679,681"
02362,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,Lesser_white-nosed_monkey,,,,,1,,,,,3650,,29,671,captivity,medium,acceptable,,,,,,"467,671,978"
02363,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned_guenon,1460,,165,,1,0.5,730,340,,3580,,27,671,captivity,small,acceptable,,,,,,"467,671"
02364,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,Wolf's_monkey,,,,,1,,,435,,3390,,24,"John_Gramieri,_pers._comm.",captivity,small,acceptable,,,,,,"467,978"
02365,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet,1034,1825,162,182,1,1,357,314,1036,5620,,30.8,671,captivity,medium,acceptable,,,,,309.95,"59,108,434,455,467,671,1024,1088"
02366,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan_colobus,,,,,1,,,,,8625,,35.3,671,captivity,medium,acceptable,,,,,,"467,671"
02367,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,1461,2192,175,377,1,1,365,397.8,1600,9950,,35,671,captivity,large,high,,,17.037,10623.6,310.15,"36,420,434,436,448,455,467,542,610,671,679,681,1142"
02368,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King_colobus,1642,730,185,270,1,0.6,442,708.5,1240,9525,,33.9,671,captivity,small,acceptable,,,,,,"434,436,455,467,511,542,610,671,679,680,681"
02369,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas_monkey,956,1400,167,162,1,1,357,504.5,1950,7750,,28.3,671,captivity,medium,acceptable,,,5.958,3000,312.45,"36,195,420,434,455,467,671,679,680,681"
02370,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked_mangabey,1460,,181,233,1,0.4,584,425,2170,9317.5,,36,671,captivity,small,acceptable,,,,,,"434,455,467,610,671,679,680,681"
02371,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed_macaque,1186,2099,177,299,1,0.6,558,479,2300,9275,,29.2,671,captivity,medium,acceptable,,,,,,"1,434,455,467,610,671,681"
02372,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam_macaque,,,,,,,,,,9100,,31.4,671,captivity,medium,acceptable,,,,,,"467,671"
02373,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed_macaque,1238,1544,165,242,1,0.9,431,320,848.4,6362.5,,39,671,captivity,large,acceptable,,,,,310.75,"95,167,168,169,170,171,172,173,434,455,467,610,671,679,680,681,798,804,825,945,946,1028,1088,1143,1236"
02374,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese_macaque,1483,1369,174,366,1.5,0.5,514,496,1767,8882.5,,38.5,671,captivity,large,high,,,,,,"95,269,270,271,434,455,467,610,671,679,680,681,976,1143,1195"
02375,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor_macaque,1825,,165,507,1,0.6,669,389.5,,5575,,33,671,captivity,small,acceptable,,,,,,"671,679,681,978"
02376,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus_monkey,1231,2007,165,292,1,1,444,464,1454,8235,0.0012,40,1074,captivity,large,high,0.02,15,,,310.45,"2,58,59,75,95,149,152,157,174,235,328,329,330,331,332,333,334,335,336,390,391,430,434,455,463,464,465,467,517,601,610,679,680,681,713,727,731,873,916,920,938,976,981,1036,1074,1087,1090,1101,1103,1122,1136,1143,1183,1184,1213,1214,1216,1236,1257"
